,Adyar Dry Waste,Anna Nagar Dry Waste,T. Nagar Dry Waste,Kodambakkam Dry Waste,Mylapore Dry Waste,Royapettah Dry Waste,Velachery Dry Waste,Nungambakkam Dry Waste,Alwarpet Dry Waste,Besant Nagar Dry Waste,Saidapet Dry Waste,Thiruvanmiyur Dry Waste,Perambur Dry Waste,Egmore Dry Waste,Guindy Dry Waste,Pallavaram Dry Waste,Chromepet Dry Waste,Tambaram Dry Waste,Porur Dry Waste,Madipakkam Dry Waste,Adyar Wet Waste,Anna Nagar Wet Waste,T. Nagar Wet Waste,Kodambakkam Wet Waste,Mylapore Wet Waste,Royapettah Wet Waste,Velachery Wet Waste,Nungambakkam Wet Waste,Alwarpet Wet Waste,Besant Nagar Wet Waste,Saidapet Wet Waste,Thiruvanmiyur Wet Waste,Perambur Wet Waste,Egmore Wet Waste,Guindy Wet Waste,Pallavaram Wet Waste,Chromepet Wet Waste,Tambaram Wet Waste,Porur Wet Waste,Madipakkam Wet Waste
2024-01-11,2.24718352797641,3.785373955261838,2.511007357169924,1.718414710238539,1.098714913565325,1.268998525852994,3.717571093994269,2.814787378224181,3.146316844434889,4.586685172161369,4.961355789586817,1.867587937593896,3.652312812400403,2.053289506948603,1.082603997862915,4.033514615344566,2.280068603289871,2.533855576687592,3.353268454214423,4.324193820944762,3.896164663635248,4.182002355555751,3.5442780288288,4.203122435619713,4.636053907094551,4.617675366206326,2.311552878016697,4.887891309421018,1.230667985248258,3.465610773728669,2.980898230807683,1.921904280638052,3.140592194319561,1.263818638800358,3.214856630361097,4.417861767495388,1.563889650251603,2.301408746963487,3.524493084207199,2.437205114748518
2024-01-12,3.515927374364595,4.490602621789581,2.094168139262543,4.192187335650255,1.742543777223809,4.811166627887778,3.749953105551261,1.862030708454234,4.789482361955697,3.923423227080631,2.015766570380103,1.853247909469928,3.072802855722653,1.102650872218126,1.829880301764438,2.698741875006025,2.496679921336902,2.854301697459243,2.110514825178928,3.347137385832675,2.660012108590729,2.353803592640081,2.930679582415844,2.49278381490922,1.576993292983501,1.795251184794696,1.31698636009305,2.870628270876401,4.381615738034935,1.362204333540756,3.634901990060673,2.68089264181401,4.485524086378948,2.453254183322876,3.777773554927813,2.596448906144116,3.167793763951265,4.099782565769245,4.871428333797864,1.539549790264827
2024-01-13,4.455422423692926,1.470127423848132,3.069516428616457,1.528272425380613,3.867438724770375,2.584238811229175,3.261685247434036,1.733119344856314,1.579391037373509,2.952225122595818,2.422450951399822,4.761727781011253,4.061301015227861,3.994654479402189,4.614878958983734,1.333689741768074,3.208769879689626,3.337904275823075,4.847745514188916,2.168590107170195,3.116388243476181,1.529074569537589,1.122014880569515,3.99180248101284,4.933085275376524,3.38161313254512,1.289730580018064,1.246911915646628,2.258189454671237,2.523536241713449,1.015465936964082,4.370731612529996,2.874319065531121,4.982830728322069,4.53658774037898,3.003105231247419,3.508232510711672,2.258207997008344,2.213424417653945,1.52081984884281
2024-01-14,1.963315119661787,1.401175769061991,1.065718518365897,4.718117267168762,3.67966618636364,4.140611648092551,2.126920423015796,3.345640664745307,1.255821064483924,2.942510383738492,4.909980558977788,4.506020981266364,2.352635807347383,4.846280618165994,1.926806505884818,4.797275289662726,4.765510818825994,4.196810349409567,3.521791747467165,4.497151866499788,3.181600865420921,1.326685060333947,2.787438636913755,2.286897679707907,4.162133341630947,2.525782455138874,4.605981207399727,1.758121720363044,4.72218629664824,3.373146578416221,1.480966408903459,3.008600681999764,2.071672749563043,3.996145987850531,3.605237755245183,1.250946045271651,2.670184879473163,4.548544812431084,2.631307970576308,3.974522246616822
2024-01-15,2.172081138031187,4.395774221251672,3.471506767670095,1.052947431035598,2.388934071728878,1.59256344379266,4.927317559273012,2.913481228159952,2.989565461994651,3.557890065594894,2.47433842451847,1.547601086742396,4.288470932776982,1.759391647611032,3.045275930185824,1.897268115898957,1.391377937976136,4.448766069686734,4.891677956092521,4.843338632252001,1.45353028492621,4.467666507615129,3.009727053540085,4.790288672920337,3.149284687611814,4.076902735579898,4.88845558369686,3.917388039719849,3.309093345443396,2.46683255843731,1.170100350103635,2.73018283663192,2.649921831721795,4.292249030550215,1.757010824791878,3.970579407815394,1.150254451554965,4.545461312376798,3.671770384451966,2.689775149082438
2024-01-16,4.626221996884716,4.096189330794555,2.332580608114568,1.324405559951987,2.628964685655229,1.928936568683771,1.529950539031932,1.213708727147301,3.902377456842315,1.045709834500124,4.082322994011105,1.5877865816015,1.318088330347023,1.358412136954422,3.688191229415658,1.981468839411379,2.682157866720394,3.229475165295668,4.442204695315175,3.908177050845313,2.06203088853608,1.737604160381378,3.342580542716044,2.640954699867072,3.97209157013299,4.627098205950255,2.182606184209622,3.599601428813324,2.690888769960363,1.170955972083223,3.461730691942631,2.454810263307612,1.054904181305519,2.88911992426081,1.366675603488253,3.512678630921823,3.105985461637198,3.001394972651479,4.747516833957205,4.521709514864767
2024-01-17,2.081311620954859,1.52593119716451,1.221497281684792,2.20639453792377,2.048472596958713,2.824562267201919,3.733125342190722,3.782501782555429,2.134075386328667,2.519707823600482,1.724603846947612,4.154182049226074,1.227392305732961,3.787988966899949,4.114781583764413,4.109630247395012,2.03769025738142,2.495252551730246,3.350398540785556,2.091287609697868,3.855735866445806,3.310162842887356,2.009477254809986,1.032651069786437,1.478538960977673,2.281176919850092,1.786911383635415,3.280015289915553,3.139799269979362,2.559165779763172,4.202178102122297,3.924628583406533,3.751531463695604,3.010700989774012,1.173780917694645,2.71211091630101,2.996727338206782,2.791390385346021,1.017898506846932,3.609715435141009
2024-01-18,2.483411196871555,1.788217120742559,2.83942353502403,1.178449205016456,4.199183538282472,1.307825787946531,3.075340595326104,2.227240398180784,3.310171795325502,4.837733363333701,3.582280977824015,1.141449743021964,2.721609758032245,3.040067409273001,3.144709978813808,3.725570042415352,2.110384390927064,1.515442261865281,2.570702706188377,4.825622891183795,2.029571101323353,1.178635297437781,3.013874437517275,4.682189530644889,1.117761133464113,1.054966372285773,3.350992347450926,3.171944949233553,1.062825394051314,1.412275002697609,4.345578569178774,2.810553785986957,1.497549066564107,1.623681936643158,3.445690943978258,2.314663979115112,1.102820928198191,3.544073984871715,1.129411704211756,1.441119793971556
2024-01-19,1.748523567003379,4.615935819712949,3.175223800309305,2.827645686583063,4.528165640919559,2.834415847074343,3.896670546446173,2.596101286812408,4.616177571603831,3.760100080764909,3.798488217002067,2.310881606228476,4.027114570947557,3.544244221788565,1.960081093518838,1.642155289941026,4.185565898069327,4.83666641214089,2.832555309040171,3.36393666129474,1.635072993966391,1.573111645927281,4.046251785369728,1.373781823534191,1.594566365310166,2.78806227593856,1.560334763516594,3.987744110070228,2.950983402677952,4.518573584960592,1.152463500951789,4.420793553123223,1.615243817965715,4.702538943542017,2.304164437901181,3.043132152777825,1.094776305522673,3.916555641449034,1.855085141699448,4.666466970040103
2024-01-20,4.430890576774218,2.828893813415428,4.807497907330944,3.30300464817949,4.28306848280526,4.635374873650953,4.262095275074275,1.637657853795824,3.515593756246802,2.593737034478708,1.250851808093383,2.696129007559368,2.034736267557631,4.396153233714044,1.133218506186785,4.835930887453895,2.421475393887718,2.426827561610172,1.065314010734832,1.740929300944736,3.647148182839221,2.134476582123887,2.043634356914603,1.681916853116073,4.207482013757827,2.753906995978546,2.107782445759005,4.811278048480258,4.208963328932728,3.345212042006219,4.209794622769446,1.48050697583027,3.688655106125478,2.296606299784671,3.750035891319834,4.846628517721873,4.121438362829295,3.262235348995856,3.982132832880297,2.873326667669293
2024-01-21,2.605038003214435,4.717165669210855,1.398459720885085,4.781206133916318,4.477954122186529,2.816649587630207,2.30680352707304,1.930976517116227,3.457858825907497,1.132298365902022,1.062424257787313,2.715182889992951,1.272296295898881,2.007763952984372,1.884643661384335,2.012764774891408,1.524220924861031,1.048144891590617,1.461937188554992,3.473921038050992,2.119780714602644,1.1625361598868,3.708812181037494,1.570365738444632,2.837391843376997,3.667018171637791,4.565176023876241,3.437454549018937,1.87089871753233,2.896222623463395,3.670480275537273,1.781270089492515,3.928687182522303,4.055296949083688,3.090117431670153,4.435204957992177,1.898959352363323,3.15094997434884,4.576656735050248,3.81660604349109
2024-01-22,4.897024851272201,4.961380006243576,2.636216381492246,1.651817704186421,3.555047029466117,2.961221386194949,4.957639109137726,1.261216828607121,4.132937753255252,2.153593989325976,1.965674480306296,3.650018286130704,1.984252739963858,3.663436470236751,3.069234068809155,2.696355953743397,3.218751234645676,2.148206079678519,3.826298825091916,2.659427477334256,4.227497254278456,1.888372089267383,3.291122325107452,2.296170861887049,3.635665732737271,3.0904385875288,3.501955220236163,3.470680097349253,3.945743282992551,4.195529147134264,1.247511073833813,4.793507398726766,2.625779649603542,1.680388048743962,4.687920474871643,4.135965661499563,2.681415237748836,3.399658057874749,1.904789045807088,2.652521310876115
2024-01-23,2.442182241943569,4.314627658222951,4.699867647812768,1.184029243549188,1.930507971319062,2.394077477970253,4.259865917480989,4.94196571057319,4.875886818681407,4.619793382199708,2.18622506025612,4.968044973657896,1.997680164225805,1.423624619528929,4.803810444221576,1.933681021872385,3.759073060311002,1.233425435922355,3.922836396509905,4.526880849335359,2.603759860451109,4.016161757668288,2.726891981847041,4.019485154047826,4.160317712956423,2.542479446442604,2.760253325431893,3.08286397527462,1.014042784178101,1.780220000738882,4.388548588833,4.04376121012444,1.30860632190086,3.539590660317933,1.082941412632704,3.136814676511668,1.645926512733995,4.413809388124186,3.459260887756832,1.255929048745946
2024-01-24,2.08974758186385,2.516227584309714,2.497184733283664,3.995153030160532,1.951228970156155,1.687412396190572,2.797166594750952,2.217873629509278,4.356756489034609,1.950967304062555,3.009557829957046,4.770334398791721,3.535990790978643,4.46915762184986,4.760838757419069,4.003059447545407,3.798300240899005,4.871862266416908,4.977603158590718,2.807286730679039,3.565015442566803,4.568792844370141,3.93482560893036,1.460809230691157,3.660373056380808,3.442810721834404,3.525407456194147,4.180648522786153,2.217676557078072,2.421874109383805,1.807264549853427,2.82870433231626,2.639373446767365,1.336407373009084,1.970426057530966,1.479710332198384,3.218033589213253,1.749066105041191,2.302408796531046,4.268213343295196
2024-01-25,1.283479112736833,2.171176125762075,1.609418822750922,2.669945499184047,1.525157313893024,3.416471216083528,2.531232236631416,4.581543537152839,4.871178687194007,3.187539606677689,2.099294279470386,3.368921675047347,4.587044632897639,2.626933383342993,3.208313106767883,2.086611070424583,2.821776597800108,2.606854141518395,1.993653860331884,3.023465535301233,3.287396881099776,3.078333169261219,4.777450977156047,2.749405563130052,4.534564338372151,3.311416020468038,2.621341926528323,2.384288297320403,4.613511932851539,3.260981431132428,2.006854257619821,3.077875443745555,1.999083574098954,1.962675586932875,1.516565407654736,3.757237015128494,4.124174430898538,2.294447891772792,2.637186603162882,4.172272366913974
2024-01-26,2.241523303919246,2.49213945552299,3.099881769017057,4.00238009171595,2.334029863165101,4.696635066483054,4.44927418734361,1.194761183902114,2.014570097027291,2.784542050636808,1.418511554969896,2.393903956133988,3.96039010247073,3.722057924571303,3.489537714264019,3.842113610889383,1.819694747838807,2.366792459458928,3.704969929109851,4.516939052125308,1.06521279786523,2.331323819859179,2.230377536470802,3.173806780430058,4.579476958731593,1.162066944578787,4.371085421382107,3.228511223206469,3.350667706394526,4.827862546841409,1.513132425752798,2.106574259907793,1.920207238779812,2.875359831562804,3.319319440048795,3.911451898198681,1.212156825827035,2.704517680665238,4.697097338456483,2.850371096839547
2024-01-27,3.174712215312381,2.130798603782146,1.12094103202393,3.841347315896853,1.031536414033762,2.490716279283982,3.122148858251127,4.688445847068772,1.3579781801316,2.623769287873135,1.097252798840631,2.370443937366361,3.48892423535918,2.116271792914393,1.83899979862254,1.462812933308375,3.308560976081367,3.781080023618744,3.687828562383289,4.79544408288203,4.270490876707681,1.447919227139453,2.15872667066717,3.941587556744131,3.485416948367767,2.772610650231806,3.675656000987893,4.083873213360979,4.590034837015606,2.761420448876224,3.570438794581202,2.525841120739358,4.708199459417306,2.922734771143399,2.64209196277393,4.757885031083289,1.007845127632354,2.327884362569266,4.352822278163173,2.805793397108997
2024-01-28,1.010812855574011,3.588786615576144,3.401568948390558,3.354958439881153,4.85108127936097,1.067486693480159,3.7859297228058,4.254714598807453,3.039228786486337,2.335859478387237,4.16336065290962,1.388971702529699,2.768142550919701,3.079809498283353,3.77582564373819,1.363542928129638,1.911038006151444,2.641206250760503,3.493178692080523,4.54784312486967,2.393545541376919,3.351265656468671,2.618703267991503,2.31801446418578,2.063893220178248,2.252181888746033,4.696648117968424,4.838691725797748,1.395322386588497,3.941655531476585,3.631050750517436,3.523874661616632,1.131373382814829,2.0938156624708,3.984411480370513,2.98322731594865,1.095553380795287,3.106062219664998,4.391219523542691,4.513681015523034
2024-01-29,3.475304672965506,1.533845883739738,4.922320531149129,4.487142939021972,3.010883044581296,4.689391927186533,3.165523175028543,4.693224271556653,4.319589474413373,4.873145641177189,4.679131243112634,1.144135269714278,1.69908801664376,2.556538708404743,4.808570789181683,2.200115677903718,1.641870575550404,4.54521866434624,2.785577661932812,4.631502377417304,4.594503819671631,3.109329539346036,2.867870358792432,1.977378513066666,4.464310289254094,4.199428701287311,4.454299456573589,1.903779862770457,1.391611728658648,3.79378027336221,4.65260470817581,4.666307062002767,3.114525884797649,3.568420876214436,1.448324771400812,2.101151141562262,3.151003910111031,4.523075543613995,2.936558912762644,3.370832976294077
2024-01-30,1.640921865280573,3.644470046032398,2.761055011317967,1.305947076121142,3.785852578610002,1.989595022156615,1.158462090318071,1.239777192998293,1.244314148267149,4.630931829940158,3.959535671316404,4.59224942885494,3.690329245186085,3.115759716123533,2.217785457389513,4.991849005314694,2.448756235757557,2.882595796855638,2.512980699693847,4.918107717341835,1.222145741502668,4.858615971340287,2.969708891029322,1.641081714816707,2.355883889416373,3.05322935962361,1.554057236226645,1.786587298098219,4.663587618901897,4.490210360687954,1.489208431736474,2.115991621610268,3.542337366811641,2.039014590925445,1.008335515054319,3.804858266491285,1.772314295053667,2.299822173301696,2.13574574204187,1.609476791610369
2024-01-31,1.698633541580023,2.311952003632319,3.721394664060006,1.252830473354523,3.428997496046164,2.910586011505664,2.135999907048404,1.953653123696232,3.058050973195027,2.471710322148165,2.826079565050621,2.34990952705696,4.88197477438391,1.533757726982416,1.387215812713497,2.373566915163664,3.364107603481965,3.636705887400113,2.589026988672168,4.997111975688684,1.542740419854274,1.579653981057362,4.869966741229351,3.907403533269161,4.760301513482537,3.286159721295549,2.324035036643766,1.655707400592558,2.933425181831337,2.973594041649869,4.109879307760305,3.113757934111852,1.779401385114094,4.256762811137628,1.591664056191361,3.115656043205005,1.169876790825823,2.476723776396917,3.68749268528429,1.554834032426137
2024-02-01,2.40757198477217,3.88562667183981,3.550330778123171,4.252215452989843,4.90490265381528,4.559174625782161,4.058247897430834,3.792993911273162,2.341992678703599,1.590742312826829,1.250544012239239,1.967606816805939,2.729125924725194,3.08798509451993,4.092334216219486,4.834963692226372,1.469281921539244,1.428016560775166,3.358778892054203,3.981592295789172,3.099519968513608,3.155356675383368,4.637420449857116,2.866517494799682,1.313403536997241,1.583749175652499,2.102434560519677,4.195816070235463,2.020433314269534,3.437717167124807,1.313526758807755,1.808581678345817,3.476571303253498,1.39255501531847,3.862170360701873,2.796400810287007,2.118301005543368,4.495601009058618,3.692632587673392,1.256737529416473
2024-02-02,4.39260152138794,4.743328320867154,4.933704969042568,2.599206768898104,2.521340734110292,1.59123470678909,3.739737754734238,3.627047833763348,4.448250383404829,1.389031979150563,2.991107631301367,3.324327718688252,1.966228160159674,1.676101624516645,4.438323345678485,1.234139688942235,2.882483615672291,1.463336005203541,2.828235045325469,4.919849305369237,3.680790551568762,1.793516946364188,4.681035650254769,1.614927957861167,3.466758225216596,1.969626016627941,4.76866592818063,2.297868782108309,3.358546252336813,1.518037505144771,2.917488223034112,3.435345156844356,4.082784756409305,3.228269975311366,3.814395408317321,4.436326018919007,2.194226979591083,2.360667735722112,1.118295404626031,3.217047251461678
2024-02-03,2.694825413821891,4.428499670018269,1.469262256732776,2.085008307047457,2.615170962669338,2.599248560037323,3.685533914680613,2.378872509502031,3.855067473640065,3.55674759690157,2.596644581019092,2.727040510617277,3.458110799241283,1.280168760578579,4.289626953422761,3.613684644454548,3.905369857671341,3.147692004329562,1.441908443966979,2.6201424531878,4.886123713386185,3.944410797203467,4.970342081989175,2.81740830542928,3.989894313930666,1.644833089048684,2.688025857964407,3.57445549086981,2.80124823217205,1.11888873648771,2.267370438027839,3.704271028122398,2.580774882316615,2.793619778345311,4.424716704935224,2.077563321377967,3.463726458113081,4.383082227353544,4.228602507807832,1.954894665782061
2024-02-04,2.621494331394224,2.284171960172868,1.119801299618997,3.949016970385909,1.439137832250003,3.425232532180341,3.812869985868863,3.539145291734779,4.836569007911899,1.413192620340554,4.468668636420796,1.116760939395653,3.139667419708336,2.616974471757035,3.096735441575033,2.460399508240039,1.762267659760272,1.076491589794759,3.072599255164697,4.37110745073937,1.204359082630522,2.107311161334102,1.705613620930429,1.110842997992561,2.217446573943027,3.083245559956118,3.60127591443916,2.511580931872076,1.817131689585445,3.277224132780611,4.009465223505639,3.779806751116271,4.427938227867596,2.055468098490793,3.012039328880324,2.953749614978129,2.286330331513955,3.745683946488229,1.536936819259064,4.22059653085774
2024-02-05,2.492863822979177,1.891455272059921,1.322128013887376,1.341243692474813,1.885585785171089,1.400056243686221,2.060158793457928,1.264597848467819,1.262419468839703,4.425104718491127,1.648481042835333,3.238729623293792,4.093822177796122,2.825638261356267,1.613475511437383,1.798384568480457,2.731936825124723,3.112936356714143,2.39776116819414,4.125918400938645,1.146476696653188,2.552719395930937,3.42928138226113,2.697456348260777,3.622768582716321,1.155202459652592,4.468642030557804,1.310628507693066,2.150985288464724,2.17347566342403,1.047254548685862,1.376095522065714,4.407535716528293,4.103259391051276,3.95197391785519,3.757184812437743,1.298120335892317,2.194629737119468,1.026293110602442,1.2420840831311
2024-02-06,4.004086595425594,4.708847229492472,1.115810196107842,4.582765164840813,2.570275153848604,4.513489981519976,3.763139104626118,4.949395028295873,4.037129806866672,2.458178503987146,3.004252691339008,2.505556620777405,2.459647344084952,2.043617997524239,2.983881181493878,3.726959780277445,2.109361085220974,3.09751924430888,1.469521176682229,1.639381147416765,1.151550383160551,1.795736017308339,1.225134188534687,1.067535137716023,1.979658926493353,4.195415694262133,1.225244018716109,4.9381969372714,3.630332945632618,4.467283522386278,3.642803830308793,4.107494959453036,2.203115418845865,2.02929879529442,3.657699910755725,3.252617413583898,3.022653030764421,1.709020982201248,1.92259409281998,3.198900448965682
2024-02-07,1.187225418848755,4.882925771082531,1.015441406041044,1.714319872230625,3.451467012467969,1.325478395413221,4.52758601238733,3.878480631369153,4.865559885751574,3.030542188963059,2.201614732633949,3.198002291181086,4.723274869191893,3.083045748967442,2.068828127449275,4.509595156696479,2.487674994049845,1.005533399995997,1.990740089969264,2.27293403670825,2.639672164990868,4.850049177171053,3.211289422760107,2.726846656202129,4.802395412936934,1.366455403275012,2.087127965933077,2.385577742730737,4.414010471473523,4.06564793583121,2.218856699282059,4.490253430118338,1.250226660518172,2.973867760368459,3.618736950696304,2.248777257500873,1.276684289564083,2.028641237478118,2.935087089801102,2.272425440284353
2024-02-08,4.435109872927608,2.83401266826578,2.778349151245203,2.34440906559955,4.522712492188319,4.780107107761566,4.967561316618518,2.506965067843947,4.864589782508686,4.167518278523605,3.702756590577067,1.979557917680398,1.865829043776839,1.664191298084983,4.691026440901462,2.176306649532664,2.812376981795514,2.975831335948894,4.112686381801017,4.376939846212096,2.662687425863031,1.372498470859424,1.057094173966739,4.510450590346759,1.312446983415317,2.171298303881953,3.656181495001045,4.378017721270353,2.285050946730168,3.608274007076671,2.888525172949543,1.204052132287786,2.633452012646171,1.119392209862585,4.856761190027205,4.048735199978299,2.357169318305157,1.938961720056005,2.601308674924471,2.264657829048855
